author,comment,published_at
@R_R_R_R789,"quite funny they fight in front of fallen 20th Century Fox statue <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=100"">1:40</a>",2024-04-22T14:08:09Z
@_melancholic_melophile,*Serious emotional talks going on and Deadpool be like*: &quot;I&#39;m soaking wet right now.&quot;😂,2024-04-22T14:08:07Z
@matthewatienza960,DO YOU WANNA BUILD THE SNOWMAN,2024-04-22T14:08:04Z
@babuldey9912,"The enthusiasm that i have got after seeing them fighting with that Madonna&#39;s song can&#39;t explainable, definitely movie of the year.",2024-04-22T14:08:03Z
@THE-ONE.300,I never clicked on a trailer so fast in my life,2024-04-22T14:08:02Z
@FlockofSmeagles,Young ancient one turned authoritarian evil?,2024-04-22T14:08:01Z
@justadude392,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=57"">0:57</a> that hurts 😂",2024-04-22T14:08:01Z
@tiwandemushanduri,What does LFG mean,2024-04-22T14:07:59Z
@ricardozk,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=51"">0:51</a> TVA",2024-04-22T14:07:59Z
@blackdragon6,So Hugh isn&#39;t even bothering with the accent anymore,2024-04-22T14:07:55Z
@PlayNerdEdits,Let&#39;s go!!!! This movie is going to be amazing!!🔥🔥❤️,2024-04-22T14:07:53Z
@RobervalCripto22,DeadPool 3 👍,2024-04-22T14:07:52Z
@thehamburgergod5543,We out here!,2024-04-22T14:07:48Z
@Slick801,Wolverine&#39;s over 40 know about Madonna 👍🏽,2024-04-22T14:07:44Z
@Nevarro_,LOOKING FOR GROUP,2024-04-22T14:07:45Z
@VincentAlfonso,Deadpool and Wolverine jumping into Doctor Strange’s portal is very cool!!,2024-04-22T14:07:44Z
@chriscross1737,"Dr. Stephen Strange at <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=130"">2:10</a>",2024-04-22T14:07:43Z
@HerrderAlbtraeume,Yellow costume without cringe. See X-Man! It can work!,2024-04-22T14:07:42Z
@braxtenmcfadden7941,And this is how they get into the MCU,2024-04-22T14:07:38Z
@MapleNinja,The sound track!!!,2024-04-22T14:07:35Z
@infntegaming,He mentioned the Director himself,2024-04-22T14:07:32Z
@joelbarraclough6689,I saw the old 20th Century Fox logo and it saddens me but I&#39;m hype around the movie,2024-04-22T14:07:30Z
@AshifKumarBag,OMG! IM GOING TO SEE THIS MOVIE SO MANY TIMES!,2024-04-22T14:07:31Z
@ljschannel3226,Classic colors,2024-04-22T14:07:30Z
@16lpk41,i still don&#39;t know what this movie is gonna be,2024-04-22T14:07:29Z
@blackwarrior1897,Jesus.....,2024-04-22T14:07:24Z
@TonisArtworks,aaaaaaaa,2024-04-22T14:07:22Z
@etetgg1364,"Well, that was great.",2024-04-22T14:07:22Z
@jeremiahfino7905,The only marvel movie I&#39;m interested right now.,2024-04-22T14:07:23Z
@MasonNoThumbs,I AM ROCK SOLID,2024-04-22T14:07:23Z
@NexusEvent_Studios,"this movie is going to save the mcu!!! 🙌🏾, and as long as i don&#39;t see taylor swift in this, we won&#39;t have a problem marvel.",2024-04-22T14:07:20Z
@OskiBularz,Take my money marvel,2024-04-22T14:07:20Z
@davidcook680,This looks freaking amazing. Perfect song too.,2024-04-22T14:07:19Z
@everythinginformative2059,I have watched this 7 times already,2024-04-22T14:07:19Z
@gnorley,Hard to believe that those 2 are going to fight anyone but each other lol,2024-04-22T14:07:18Z
@skyhunter2816,This looks great.,2024-04-22T14:07:17Z
@kavinstephen,Hi peanut 🍾,2024-04-22T14:07:16Z
@bishaldas9927,LFG🔥🔥,2024-04-22T14:07:08Z
@Ivasic_Probojec,"Ahahaha, top! ;]",2024-04-22T14:07:00Z
@Avenger928,Deadpool and Wolverine finally teaming up,2024-04-22T14:07:00Z
@--Nemesis,Disney wants to make money? What?,2024-04-22T14:06:57Z
@degenratex4834,I knew that Cassandra Nova would be the villain in wolverine universe that he comes from,2024-04-22T14:06:53Z
@Anthony7Jay,I can’t wait!!!!! LFG,2024-04-22T14:06:53Z
@benlambert8481,This might save the trsh heap the MCU has become after endgame.,2024-04-22T14:06:53Z
@BarknFiliz-qp1qk,Lfg 7.26.24 in IMAX &amp; dolby cinema,2024-04-22T14:06:52Z
@bighomielock7926,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=140"">2:20</a> HAZBIN HOTEL REFERENCE",2024-04-22T14:06:52Z
@samsonsladek9246,perfection👌,2024-04-22T14:06:49Z
@Joshua.l2008,"Really good trailer, hopefully the movie is just as great👍",2024-04-22T14:06:48Z
@jake_maciel,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=92"">1:32</a> &quot;I am soaking wet right now&quot;.<br>Me too Wade, me too.",2024-04-22T14:06:46Z
@gurpreetsingh-th2gd,Doctor  strange 👀,2024-04-22T14:06:32Z
@redx7476,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=35"">0:35</a>- Oh great Deadpool f*cked up 20th century",2024-04-22T14:06:26Z
@nothingEAFC,W8 is that strange opening the portal? 🤔,2024-04-22T14:06:25Z
@chancellorham,When can I buy tickets 😭😭,2024-04-22T14:06:23Z
@nicholaihel.,"Finally, man ends Monday with happiness 😂",2024-04-22T14:06:22Z
@guenthergraukorn,I’m so so so hyped!!!,2024-04-22T14:06:20Z
@BigG5,🩵🙂‍↕️🌸🌸🌸,2024-04-22T14:06:20Z
@stryfetc1471,I haven&#39;t anticipated an MCU movie since &quot;End Game&quot; but THIS looks incredible.,2024-04-22T14:06:20Z
@justineves3588,This looks great and very very epic I can&#39;t wait to see it this is going to be one of the biggest movies of the summer 😊❤,2024-04-22T14:06:19Z
@Token528,When they wrote the script they said every sentence must contain the F Word for this to be a success,2024-04-22T14:06:19Z
@Junpii66,The comeback to actually good form we&#39;ve been waiting from Marvel?,2024-04-22T14:06:17Z
@theofficialisacc2001,Wolverine without his sleeves makes the suit more cool,2024-04-22T14:06:16Z
@ChadIsBad,They cooked,2024-04-22T14:06:15Z
@thahir1604,Ah! We got to see the Alioth.,2024-04-22T14:06:14Z
@savedgesurvive,Lettsssss gooooo!!!,2024-04-22T14:06:13Z
@Power_trip397,"Wolverine took the sleeves off, Deadpool gold guns and the slow walk with it, this movie is already perfect‼️ LFG 🔥",2024-04-22T14:06:12Z
@chrisanguiano7643,Here before 1MIL,2024-04-22T14:06:12Z
@mithunvishal9664,LFG❤‍🔥❤‍🔥❤‍🔥❤‍🔥,2024-04-22T14:06:10Z
@MrWhiterunGuard,At this point I&#39;m 90% sure this Wolverine is the one from 97&#39;.,2024-04-22T14:06:09Z
@jackiecarson4196,"&quot;You can drop as many F-bombs as you like, but no cocaine&quot;<br><br>- Feige, probably",2024-04-22T14:06:07Z
@RedRoninGM,Anyone has watched this trailer over 1000 times today?,2024-04-22T14:06:03Z
@ninjasmokeskills,"Honestly ,the portal opening is the coolest thing in this trailer",2024-04-22T14:06:03Z
@navaneethhari7608,Hell Yeah!!! LETS GO BABY❤️‍🔥,2024-04-22T14:06:01Z
@Avigislli665,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=57"">0:57</a> 😂😂😂😂",2024-04-22T14:06:01Z
@rahman_oke,Just WOW 😂😂!,2024-04-22T14:05:59Z
@antoniotruong5647,I see Lady Deathstrike!!!  LFG!!!,2024-04-22T14:05:58Z
@ryanebrecht5651,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=72"">1:12</a> Hugh Jackman&#39;s workout routine 👍",2024-04-22T14:05:55Z
@bethovenrazul,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a> If I&#39;m correct that place is called Giantfalls. In the Old Man Logan comics that is the place they call where Hank Pym as Giantman died. Although from this scene we are not certain if that is Hank Pym or Scott Lang from that universe.",2024-04-22T14:05:53Z
@deletedwaffles,I was hoping there would be a trailer for my trailer that previewed the teaser trailer that came out.,2024-04-22T14:05:49Z
@kurosora8296,My favorite immortal duo going in same movie again,2024-04-22T14:05:48Z
@kevvmulundi,Was that professor x&#39;s sister 😮<br><br>LFG,2024-04-22T14:05:46Z
@TheLegendaryMovieCritic,Emma Corrin will be so very powerful as Cassandra Nova with psychic powers in Deadpool &amp; Wolverine!,2024-04-22T14:05:46Z
@Overpowered_AF,What is lfg,2024-04-22T14:05:46Z
@JoDON111,"This is only just me looking at &quot;weird&quot; details, which will make me unsee:<br>Whenever Logan&#39;s/Hugh Jackman&#39;s is angry/mad/frustrated, his mouth starts turning into a letter &#39;n&#39; shape",2024-04-22T14:05:42Z
@DanaHoltzbert,Liefield&#39;s Just Feet!!!,2024-04-22T14:05:41Z
@Cbricklyne,"&quot;I am soaking wet right now.......&quot;<br><br>Same, Wade.<br>Same.",2024-04-22T14:05:39Z
@calebijeh2324,LFG!!!!!!!,2024-04-22T14:05:37Z
@WeeD_Slayer,I would really be disappointed if they didn&#39;t show Deadpool doing cocaine,2024-04-22T14:05:36Z
@DhruvSinghSengar2412,LFG,2024-04-22T14:05:36Z
@user-pj9hp1nl4g,I&#39;m surprised you guys did not mess this up 🔥👍,2024-04-22T14:05:33Z
@LV11100,The cut in the bar scene was so uneven 😂,2024-04-22T14:05:30Z
@revinravenzadiazabdilla9479,This is what i waiting for!!!!!!<br>LET&#39;S F*CKING GO!!!!,2024-04-22T14:05:28Z
@MackNKush,This movie needs to come out already.,2024-04-22T14:05:26Z
@playernone1212,"lmao 20th century fox buried in the snow <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=34"">0:34</a>",2024-04-22T14:05:26Z
@Avigislli665,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=57"">0:57</a> 😂😂😂😂",2024-04-22T14:05:22Z
@malikh9281,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=111"">1:51</a> i think it&#39;s lady deathstrike and azazel in the middle",2024-04-22T14:05:21Z
@Lucas_BR-eh7xh,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=134"">2:14</a> this is the doctor strange portal?",2024-04-22T14:05:21Z
@PatSantry,Finally something good coming from the MCU.....?,2024-04-22T14:05:20Z
@whammycheng3758,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=121"">2:01</a> Wolverine: How did you do that? 😲 Are you Magneto?<br>Ancient One: Lot&#39;s of birthday parties.",2024-04-22T14:05:19Z
@dianadavindiva,LFG. ❤‍🔥❤‍🔥❤‍🔥❤‍🔥❤‍🔥,2024-04-22T14:05:18Z
@Rizzboi0001,this is better than being in class!!!,2024-04-22T14:05:17Z
@Justchill13548,Meh!!,2024-04-22T14:05:16Z
@rahul-xs7vu,Woow maza aa gaya ❤❤❤,2024-04-22T14:05:16Z
@saifazad8904,Who is watching from India 😊😊,2024-04-22T14:05:15Z
@AdityaSharma-nw5ku,That slow motion walk 😭😭<br>And was that Doctor Strange in the end!?,2024-04-22T14:05:15Z
@rolltic,Youtube channels:<br>40 THING YOU MISSED IN THE NEW DEADPOOL TRAILER.,2024-04-22T14:05:14Z
@moyeen8823,Let&#39;s fu*king gooooo 💥,2024-04-22T14:05:13Z
@Dark_shade_tokyo,❤❤❤🔥🔥🔥🔥🔥🔥🔥😎😎😎😎😎😎,2024-04-22T14:05:09Z
@Jai_dinn,THE SLEEVES,2024-04-22T14:05:06Z
@priyanshuverma658,Now this puts a smile on my face 🤩🤩,2024-04-22T14:05:06Z
@emhanurhaqiqitv,Finally 🎉🎉🎉🎉,2024-04-22T14:05:07Z
@juancarloslopez5357,It&#39;s amazing 😂 can&#39;t wait,2024-04-22T14:05:04Z
@JPLeGrandOfficial,Sorry what’s LFG,2024-04-22T14:05:02Z
@DailyMemes7_7_7,LFG🗣️‼️🔊🔥🔥🔥,2024-04-22T14:04:59Z
@Samurai-es5wh,Wolverine finally getting his actual costume is easily on the best things I&#39;ve seen in a while. Might just have to see this one when it comes to theaters.,2024-04-22T14:04:57Z
@cyborobin,They couldn’t have picked a better Wolverine! This man has not aged since 2000!,2024-04-22T14:04:56Z
@A6JUN.,Godzilla X Kong Vibe.,2024-04-22T14:04:56Z
@violetoderwald6535,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=34"">0:34</a>:<br>Look at how they&#39;ve MASSACRED our boy!",2024-04-22T14:04:52Z
@hellotv4501,Hugh Jackman getting hotter and hotter. A perfect daddy for Wolverine.,2024-04-22T14:04:52Z
@julz_swag,LETS GO,2024-04-22T14:04:50Z
@tamazaa2004,Omg Deadpool and Wolverine this movie is going to be a so called term masterpiece can&#39;t wait to see in theatre 🎉🥂.,2024-04-22T14:04:50Z
@mohitmmanuja,Nailed It,2024-04-22T14:04:48Z
@christopherbennett5858,Cassandra Nova?<br>Not bad. Although I was expecting someone like Jessica Lange to play her.,2024-04-22T14:04:44Z
@michaelespinoza3354,I Like the new Marvel VS Capcom 4,2024-04-22T14:04:43Z
@MrHaydnSir,here in the first million - maybe this will turn the beat around for marvel and the mcu,2024-04-22T14:04:43Z
@paullucero4891,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=114"">1:54</a> Red Skull’s car",2024-04-22T14:04:43Z
@kiss-a-duck-artstudios7490,MY BODY IS READY,2024-04-22T14:04:42Z
@ShreyasA07,Glad Disney didn&#39;t tame Reynold&#39;s genius one bit!,2024-04-22T14:04:41Z
@vincknade5140,"&quot;You were an X-Man, you were THE X-Man&quot;<br>If we&#39;re going by the Fox movie standards, this is 100% true. That whole franchise basically belongs to Wolverine.",2024-04-22T14:04:39Z
@natespencer4540,"They brought Azazel back!!🔥🔥 <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a>",2024-04-22T14:04:39Z
@nathanaelhasiholanturnip9243,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=111"">1:51</a> Giant Ant-Man?",2024-04-22T14:04:38Z
@inkrollo936,This will single handedly save marvel for sure!! Can’t wait!,2024-04-22T14:04:37Z
@mahirrahmananan7025,"The song choice, shivering",2024-04-22T14:04:37Z
@rianjohannemanaoismanzon7258,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=122"">2:02</a> Wolverine vs Cassandra Nova",2024-04-22T14:04:36Z
@smartudhaya7846,Marvel Jesus coming🔥🔥🔥,2024-04-22T14:04:34Z
@tajimrohman4422,Ketchup and Mustard finally meet! This will be great!,2024-04-22T14:04:32Z
@arstudio9601,Wow so awesome❤❤❤,2024-04-22T14:04:33Z
@metrandeer,ГОСПОДИ СПАСИБО <br>Я ТАК СЧАСТЛИВ,2024-04-22T14:04:31Z
@amparonarbona5142,Can we talk about how beautiful Emma Corrin looks?,2024-04-22T14:04:31Z
@babusonaadhikary1185,OMG .....OMG.....,2024-04-22T14:04:29Z
@deamon1982,Deadpool has adamantium katanas? Wolverine would cut them after first hit.,2024-04-22T14:04:28Z
@katsuquiet97,White girl interrupted lol I got that reference,2024-04-22T14:04:27Z
@MarkLaw13,This is honestly poor.,2024-04-22T14:04:23Z
@CheesyMacful,"Azazel and Lady Deathstrike at <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=111"">1:51</a>!?",2024-04-22T14:04:23Z
@vikingprogamer4707,Now this is what i m waiting ❤❤❤,2024-04-22T14:04:18Z
@shinisunish,Waiting for the tamil version ❤,2024-04-22T14:04:18Z
@friyatnaesa,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=111"">1:51</a> is that the PYM FALLS from the Old Man Logan???",2024-04-22T14:04:17Z
@JIMBO335,"Lady Deathstrike, Azazel, Pyro and Blob?!?!? The fact some of the villains from past X-men films were in that trailer is just the tip of the cameos we’ll be getting. We ain’t ready for the full 12 inches.🫠🫠",2024-04-22T14:04:15Z
@TcurrieThe3rd,Finally we get the trailer🎉,2024-04-22T14:04:14Z
@jennahroland8623,I can’t wait! deadpool and wolverine.There is a lots of eater eggs on deadpool and wolverine💖,2024-04-22T14:04:14Z
@nirdeshpaudyal9215,they jumped into a portal! ❤❤❤,2024-04-22T14:04:11Z
@hridayjain5888,Pray that marvel doesn’t f this one up,2024-04-22T14:04:10Z
@DailyMemes7_7_7,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=141"">2:21</a> “Hey! Cocaine is the one thing that Feige said is off limits!”🤣",2024-04-22T14:04:05Z
@Bindassqueen3355,Hindi trailer plz,2024-04-22T14:04:04Z
@projectoneminute5660,Godd it&#39;s happening 😭😭😭,2024-04-22T14:04:03Z
@nikolaspapanagnou2723,Let&#39;s fuckin&#39; go!!!!,2024-04-22T14:04:02Z
@Beast_Lee,"Is that Moon Dragon as the villain?<br><br>Edit: Nope, it&#39;s Cassandra Nova",2024-04-22T14:04:00Z
@Cbricklyne,"These guys are so on point, they&#39;re doing a spoof of sorts and a dig at Chris Hemsworth&#39;s character from the new Furiosa movie driving/riding a motorcycle-drawn chariot with what looks like a GIANT sub-woofer at.the back.",2024-04-22T14:03:57Z
@shiveshshrestha8834,Deadpool&#39;s eyes are not cartoony like previous movies🤨,2024-04-22T14:03:56Z
@marioVersal05,yeah this movie is making 2 billion for sure ‼️‼️‼️‼️‼️,2024-04-22T14:03:55Z
@Rdyrdy1,"So, no iconic mask of wolverine?((",2024-04-22T14:03:53Z
@paulrivera5864,Bro anybody else noticed Azazel from X-Men First Class,2024-04-22T14:03:51Z
@khaledbejdough2694,Hugh Jackman the only X-men Wolverine to play a the same character for a decade,2024-04-22T14:03:51Z
@LaMaldiciondelConquistador,"Im cryng like a baby, thanks so much, for real, thanks so much, Wolvie is my favourite Hero, or as we call it in Spain &quot;Lobezno&quot;, thanks so much, im so happy.",2024-04-22T14:03:48Z
@krskvv,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a> ANT-MAN!?!?!?",2024-04-22T14:03:47Z
@projectoneminute5660,Godd it&#39;s happening 😭😭😭,2024-04-22T14:03:47Z
@iamarijitbiswas,The cinematic universe is about to change forever 🔥 To a whole new level of Insanity 🤩,2024-04-22T14:03:47Z
@noobplayer3784,Where is hindi trailer for Indian friends?????????????,2024-04-22T14:03:46Z
@charlottea.cavatica1696,"No hero? Dude, you teamed up with the X-Men! You stopped Magneto from destroying all of mankind! You saved the future by saving the past! You sure seem like a hero to me!",2024-04-22T14:03:46Z
@azan10101,Goosebumps 😮😮,2024-04-22T14:03:45Z
@evgenshupik7111,Movie kid,2024-04-22T14:03:44Z
@bythecliff,What&#39;s the song??,2024-04-22T14:03:42Z
@prokhan6965,"Anyone else noticed the 20th Century Fox logo at <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=100"">1:40</a> behind wolverine",2024-04-22T14:03:42Z
@LV11100,The portal works in mysterious ways. Usually you can see through it but sometimes they blur it to keep the suspense 😂,2024-04-22T14:03:34Z
@hariomop3833,🐧,2024-04-22T14:03:34Z
@NatarshaWong,The Multiversal madness I actually wanted,2024-04-22T14:03:34Z
@BreakfastAtNoon,This trailer will have more revenue than the last 3 MCU movies.,2024-04-22T14:03:29Z
@spongeman1512,"Yup, there’s probably few scenes here Wolverine wear his mask…someone edit it out.",2024-04-22T14:03:27Z
@iamameay,THE TEASER WAS WAY BETTER RATHER THE RECENT TRAILER .,2024-04-22T14:03:26Z
@juwaneverett3456,Waits patiently for new rockstars/ heavy spoilers/ screen crush to point out 100 Easter eggs I missed in this 3 minute trailer..,2024-04-22T14:03:25Z
@hamzahassan4847,What is meaning of lfg,2024-04-22T14:03:23Z
@wladius,I want this to not suck so badly....,2024-04-22T14:03:23Z
@jacksykes4680,Did I see Azazle from First Class near that Ant Man head,2024-04-22T14:03:19Z
@rosssapp6990,Me sees the villain walking out of a big mouth wonder what that could be later in the trailer oh my god ant-man nooooo,2024-04-22T14:03:18Z
@cmorris9494,Just here to see if they cursed in the disney trailer. Oh yeah.,2024-04-22T14:03:16Z
@JPLeGrandOfficial,Give them their 10s … they ate it up again,2024-04-22T14:03:15Z
@inSaNe_44,This should be good.,2024-04-22T14:03:10Z
@aakavzayan322,If this comment got 500 like i will run 10 km tommorow morning 🗿,2024-04-22T14:03:07Z
@artisticvisionary00,Expecting a Mint mobile ad somewhere in the movie when it drops.,2024-04-22T14:03:06Z
@lighthouseoncloud,&quot;How many times did you watch it?&quot;<br>&quot;Yes&quot;,2024-04-22T14:03:05Z
@sitisarah826,"1 hour later, I&#39;m confirm that will be YouTuber video reaction &amp; things you missed in Deadpool Wolverine trailer. 😂😂",2024-04-22T14:03:05Z
@TheREALTheMeTvShow,Hugh jackson Started and is saving the MCU,2024-04-22T14:03:04Z
@JordanCurley-2,Alright I am in,2024-04-22T14:03:02Z
@ShrimadBhagwadGeeta1,Deadpool fans assessmble👇🏻,2024-04-22T14:02:59Z
@Tbodeler,LFG 🔴🟡,2024-04-22T14:02:53Z
@abdulbaqi4085,LET’S FCKIN GOOOO!!!,2024-04-22T14:02:54Z
@nastynate2379,FOREST  BUMP😂,2024-04-22T14:02:53Z
@rhythmkhandelwal2940,Finally Wolverine in the costume for the first time,2024-04-22T14:02:52Z
@SheyD78,"This is one of the few movies coming out that I&#39;m really looking forward to, because even if it&#39;s not great I know they&#39;re putting in the work to make it for us. LFG indeed!",2024-04-22T14:02:52Z
@diegoluna2549,Seeing Hugh in full costume from the classic comics!!!. It has made the dream worth it. And thanks to Ryan. Everything is possible.,2024-04-22T14:02:49Z
@nickpricey8689,Let&#39;s F in go.,2024-04-22T14:02:49Z
@dinubogdan8315,This is marvel jesus,2024-04-22T14:02:48Z
@koreanjesusch.7043,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=142"">2:22</a> holy hell shatterstar is alive",2024-04-22T14:02:46Z
@JPLeGrandOfficial,Best Movie of 2024 🔥🔥🔥🔥🔥,2024-04-22T14:02:46Z
@farhanardiapratama6729,LFGGGGG,2024-04-22T14:02:44Z
@mdtnlDdD-vr1vl,There&#39;s no hint about loki😑,2024-04-22T14:02:41Z
@joshcrow777,"Jackman In THAT Suit ☑ <br>Ancient One Variant ☑ <br>Giant Ant Man Skull HQ ☑ <br>Blood, Gore &amp; Jokes! ☑ <br>🔥RAWESOME🔥LFG‼️<br>💪👊🏆",2024-04-22T14:02:40Z
@gustavomendoza8255,Es Cine 😍😍😍,2024-04-22T14:02:40Z
@artistsodyssey,"Wait, was the giant death cloud from Loki?",2024-04-22T14:02:38Z
@badtzcalade,I don’t want to admit how many times I have watched this trailer today. LFG,2024-04-22T14:02:35Z
@officialknowhere,Check the cast list on Google &amp; thank me later 🥂,2024-04-22T14:02:33Z
@naiduramagnivesh9404,whats the song????,2024-04-22T14:02:31Z
@thatdude4247,"The most impressive thing about all of it, is the fact that it’s a normal trailer! They don’t even put the rating or if it’s a red band trailer! Disney gave in…thanks to Deadpool! Hopefully, this will change a lot going forward…",2024-04-22T14:02:30Z
@alexanderkamado504,Anyone wanna talk bout how the villain is Cassandra Nova?,2024-04-22T14:02:27Z
@tyrellgrey6153,It&#39;s gonna be an epic summer blockbuster of 2024!!!! ❤️🍿🍿🍿🍿🍿💛,2024-04-22T14:02:21Z
@Keone4951,They better be some good surprises and cameos in this flick!,2024-04-22T14:02:21Z
@prashantmore9598,In hindi please,2024-04-22T14:02:20Z
@jhaljitrk5341,The claws never looked better!!😭,2024-04-22T14:02:17Z
@twilightstudi_o,hold up was that a doctor strange portal...,2024-04-22T14:02:16Z
@tshepototi-is2uf,ryan got so many views even beat marvel to it,2024-04-22T14:02:13Z
@mikwowolny5658,LFG,2024-04-22T14:02:11Z
@johnnygyro2295,"So, is that Cassandra Nova they&#39;re fighting?",2024-04-22T14:02:11Z
@jaykumarbabare4392,Release the hindi trailer,2024-04-22T14:02:10Z
@faiz7020,LET&#39;S FCKING GOOOO!!!!!,2024-04-22T14:02:10Z
@darkside_s1,"THIS, THIS IS STRAIGHT FROM COMIC BOOK JUST LIKE WHAT I IMAGINED!",2024-04-22T14:02:08Z
@bentertainmentproductions8451,This looks flipping awesome! Comes out on my birthday weekend!,2024-04-22T14:02:07Z
@magi3018,It didn’t really give anything away that’s good,2024-04-22T14:01:58Z
@flanbeau,"You had me at &quot;Liedfeld&#39;s Just Feets&quot;. OK, I&#39;m in.",2024-04-22T14:01:55Z
@kidsalazar,😮,2024-04-22T14:01:55Z
@LunchTimeCountdown,Song?,2024-04-22T14:01:54Z
@user-me1oh8qr2k,Let&#39;s make history guys 💪🏿⚔️,2024-04-22T14:01:54Z
@capyyyy152,It&#39;s R rated so let&#39;s go!!!!!!🤩🤩🤩,2024-04-22T14:01:52Z
@iNahid,Finally hugh Jackman ia back 😀,2024-04-22T14:01:50Z
@adisucksatgaming,who else is soaking wet rn,2024-04-22T14:01:46Z
@TheBlueSuitGUY69,Aight! I&#39;ve found true love and it&#39;s red in yellow!,2024-04-22T14:01:42Z
@ordinaryretrogamer6944,Looks mediocre,2024-04-22T14:01:41Z
@Quantum-Omega,Love it ❤,2024-04-22T14:01:38Z
@norafrommiami,Are his arms cgi because ain’t no way he looks that good! I need to go down under 👀❤,2024-04-22T14:01:34Z
@Darkhearts,"Even if this is nothing but fan service, it looks fun. Don&#39;t care if it&#39;s an amusement park ride, all that matters is I enjoy it.",2024-04-22T14:01:33Z
@pablofernandez5926,.,2024-04-22T14:01:34Z
@erithy75,Absolute Cinema,2024-04-22T14:01:33Z
@mohammedshamnas4615,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a> what the F😮🥲",2024-04-22T14:01:33Z
@officialknowhere,The lady is Cassandra nova!! She is the fking villain.,2024-04-22T14:01:32Z
@cluelessbeats,I wonder if this movie will be quippy,2024-04-22T14:01:29Z
@Oviduuu,"Chega logo Julho, vamo que vamo, levante-se novamente Marvel, chega de ficar no limbo! Aqui é Brasil!!!!!!",2024-04-22T14:01:27Z
@anon8638,Aussie wolverine???,2024-04-22T14:01:26Z
@ShadowHedgehogGamer,Wolverine took them sleeves off this is going to be exciting,2024-04-22T14:01:24Z
@t.wilson7962,🙌🏽🙌🏽🙌🏽,2024-04-22T14:01:24Z
@fenris7758,Ok so doctor strange is also in this movie ?,2024-04-22T14:01:25Z
@Macapta,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=111"">1:51</a> Lady Deathstrike from X-2 in the front there with Hazazel, all the cameos for this one huh,",2024-04-22T14:01:24Z
@infamoswordz,Besides the overbearing using foul language a filthy humor I hope people break out this film for its blasphemous joking about God. It sucks because I used to be a big fan of the series and the actors in birthday results resorted to lowbrow scraping the bottom of the barrel tactics it&#39;s overcompensate for trash content. And it sucks because all the people who are just being introduced to comics in marvel are going to think this is what the Deadpool character is about and it&#39;s not. Is pansexual God bless me cursing murdering street is Ryan Reynolds in the director&#39;s creation and not Deadpool the actual comic character Disney marvel to actually shut this thing down and create a comic book authentic version of deadpool and to bring Hugh Jackman out of his wolverine retirement for this disgraceful. I would have ended this with the IMO except for the fact I&#39;m telling the truth.,2024-04-22T14:01:22Z
@JaidenTorres-vj8co,HE GOT HIS FUCKIN SLEEVES OFF!!! LFG,2024-04-22T14:01:22Z
@demonxyz5539,That Dr strange portal at the end 🔥,2024-04-22T14:01:20Z
@PlusMinus7377,Where is Dr strange man?,2024-04-22T14:01:20Z
@PaladinodoCerradooficial,Deadpool with a lot Pheige&#39;s &#39;&#39;farinha.&#39;&#39;,2024-04-22T14:01:19Z
@MdObaidulIslam-fb5cm,Finally........😮,2024-04-22T14:01:19Z
@Batman-kh9ju,Marvel have list of bad language 😂😂,2024-04-22T14:01:17Z
@moments4842,"They&#39;re the hottest couple in the town, I mean, in the multiverse. The chemistry 🔥🔥",2024-04-22T14:01:12Z
@Desiwayne_,This is Going To Be Insane🔥🔥,2024-04-22T14:01:09Z
@anthonywright6205,I can&#39;t wait for this to come out,2024-04-22T14:01:08Z
